xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
6.225	6.275	6.25 4	pred.diff	6.25	pred.diff	4	1	3188
6.275	6.325	6.3 4	pred.diff	6.3	pred.diff	4	1	3247
6.325	6.375	6.35 4	pred.diff	6.35	pred.diff	4	1	3306
6.375	6.425	6.4 4	pred.diff	6.4	pred.diff	4	1	3365
6.425	6.475	6.45 4	pred.diff	6.45	pred.diff	4	1	3424
6.475	6.525	6.5 4	pred.diff	6.5	pred.diff	4	1	3483
3.975	4.025	4 4.05	pred.diff	4	pred.diff	4.05	1	2
4.025	4.075	1	pred.diff	4.05	pred.diff	4.05	1	1
4.075	4.125	4.1 4.05	pred.diff	4.1	pred.diff	4.05	1	121
4.125	4.175	4.15 4.05	pred.diff	4.15	pred.diff	4.05	1	180
4.175	4.225	4.2 4.05	pred.diff	4.2	pred.diff	4.05	1	239
4.225	4.275	4.25 4.05	pred.diff	4.25	pred.diff	4.05	1	298
4.275	4.325	4.3 4.05	pred.diff	4.3	pred.diff	4.05	1	357
4.325	4.375	4.35 4.05	pred.diff	4.35	pred.diff	4.05	1	416
4.375	4.425	4.4 4.05	pred.diff	4.4	pred.diff	4.05	1	475
4.425	4.475	4.45 4.05	pred.diff	4.45	pred.diff	4.05	1	534
4.475	4.525	4.5 4.05	pred.diff	4.5	pred.diff	4.05	1	593
4.525	4.575	4.55 4.05	pred.diff	4.55	pred.diff	4.05	1	652
4.575	4.625	4.6 4.05	pred.diff	4.6	pred.diff	4.05	1	711
4.625	4.65908372720142	4.65 4.05	pred.diff	4.65	pred.diff	4.05	1	770
4.65908372720142	4.68408372720142	4.66816745440284 4.05	pred.diff	4.66816745440284	pred.diff	4.05	1	829
4.68408372720142	4.725	4.7 4.05	pred.diff	4.7	pred.diff	4.05	1	888
4.725	4.775	4.75 4.05	pred.diff	4.75	pred.diff	4.05	1	947
4.775	4.82051369969827	4.8 4.05	pred.diff	4.8	pred.diff	4.05	1	1006
4.82051369969827	4.84551369969827	4.84102739939653 4.05	pred.diff	4.84102739939653	pred.diff	4.05	1	1065
4.84551369969827	4.875	4.85 4.05	pred.diff	4.85	pred.diff	4.05	1	1124
4.875	4.90990375303434	4.9 4.05	pred.diff	4.9	pred.diff	4.05	1	1183
4.90990375303434	4.93490375303434	4.91980750606868 4.05	pred.diff	4.91980750606868	pred.diff	4.05	1	1242
4.93490375303434	4.975	4.95 4.05	pred.diff	4.95	pred.diff	4.05	1	1301
4.975	5.025	5 4.05	pred.diff	5	pred.diff	4.05	1	1360
5.025	5.07133372553119	5.05 4.05	pred.diff	5.05	pred.diff	4.05	1	1419
5.07133372553119	5.09633372553119	5.09266745106238 4.05	pred.diff	5.09266745106238	pred.diff	4.05	1	1478
5.09633372553119	5.125	5.1 4.05	pred.diff	5.1	pred.diff	4.05	1	1537
5.125	5.15896075650531	5.15 4.05	pred.diff	5.15	pred.diff	4.05	1	1596
5.15896075650531	5.18396075650531	5.16792151301062 4.05	pred.diff	5.16792151301062	pred.diff	4.05	1	1655
5.18396075650531	5.225	5.2 4.05	pred.diff	5.2	pred.diff	4.05	1	1714
5.225	5.275	5.25 4.05	pred.diff	5.25	pred.diff	4.05	1	1773
5.275	5.325	5.3 4.05	pred.diff	5.3	pred.diff	4.05	1	1832
5.325	5.375	5.35 4.05	pred.diff	5.35	pred.diff	4.05	1	1891
5.375	5.40978078233823	5.4 4.05	pred.diff	5.4	pred.diff	4.05	1	1950
5.40978078233823	5.43478078233823	5.41956156467646 4.05	pred.diff	5.41956156467646	pred.diff	4.05	1	2009
5.43478078233823	5.4555176033482	5.45 4.05	pred.diff	5.45	pred.diff	4.05	1	2068
5.4555176033482	5.4805176033482	5.46103520669639 4.05	pred.diff	5.46103520669639	pred.diff	4.05	1	2127
5.4805176033482	5.525	5.5 4.05	pred.diff	5.5	pred.diff	4.05	1	2186
5.525	5.575	5.55 4.05	pred.diff	5.55	pred.diff	4.05	1	2245
5.575	5.61694757584504	5.6 4.05	pred.diff	5.6	pred.diff	4.05	1	2304
5.61694757584504	5.64194757584505	5.63389515169009 4.05	pred.diff	5.63389515169009	pred.diff	4.05	1	2363
5.64194757584505	5.675	5.65 4.05	pred.diff	5.65	pred.diff	4.05	1	2422
5.675	5.725	5.7 4.05	pred.diff	5.7	pred.diff	4.05	1	2481
5.725	5.775	5.75 4.05	pred.diff	5.75	pred.diff	4.05	1	2540
5.775	5.825	5.8 4.05	pred.diff	5.8	pred.diff	4.05	1	2599
5.825	5.875	5.85 4.05	pred.diff	5.85	pred.diff	4.05	1	2658
5.875	5.925	5.9 4.05	pred.diff	5.9	pred.diff	4.05	1	2717
5.925	5.95539463265209	5.95 4.05	pred.diff	5.95	pred.diff	4.05	1	2776
5.95539463265209	5.98039463265209	5.96078926530417 4.05	pred.diff	5.96078926530417	pred.diff	4.05	1	2835
5.98039463265209	6.025	6 4.05	pred.diff	6	pred.diff	4.05	1	2894
6.025	6.075	6.05 4.05	pred.diff	6.05	pred.diff	4.05	1	2953
6.075	6.125	6.1 4.05	pred.diff	6.1	pred.diff	4.05	1	3012
6.125	6.175	6.15 4.05	pred.diff	6.15	pred.diff	4.05	1	3071
6.175	6.225	6.2 4.05	pred.diff	6.2	pred.diff	4.05	1	3130
6.225	6.275	6.25 4.05	pred.diff	6.25	pred.diff	4.05	1	3189
6.275	6.325	6.3 4.05	pred.diff	6.3	pred.diff	4.05	1	3248
6.325	6.375	6.35 4.05	pred.diff	6.35	pred.diff	4.05	1	3307
6.375	6.425	6.4 4.05	pred.diff	6.4	pred.diff	4.05	1	3366
6.425	6.475	6.45 4.05	pred.diff	6.45	pred.diff	4.05	1	3425
6.475	6.525	6.5 4.05	pred.diff	6.5	pred.diff	4.05	1	3484
3.975	4.025	4 4.1	pred.diff	4	pred.diff	4.1	1	3
4.025	4.075	4.05 4.1	pred.diff	4.05	pred.diff	4.1	1	62
4.075	4.125	1	pred.diff	4.1	pred.diff	4.1	1	1
4.125	4.175	4.15 4.1	pred.diff	4.15	pred.diff	4.1	1	181
4.175	4.225	4.2 4.1	pred.diff	4.2	pred.diff	4.1	1	240
4.225	4.275	4.25 4.1	pred.diff	4.25	pred.diff	4.1	1	299
4.275	4.325	4.3 4.1	pred.diff	4.3	pred.diff	4.1	1	358
4.325	4.375	4.35 4.1	pred.diff	4.35	pred.diff	4.1	1	417
4.375	4.425	4.4 4.1	pred.diff	4.4	pred.diff	4.1	1	476
4.425	4.475	4.45 4.1	pred.diff	4.45	pred.diff	4.1	1	535
4.475	4.525	4.5 4.1	pred.diff	4.5	pred.diff	4.1	1	594
4.525	4.575	4.55 4.1	pred.diff	4.55	pred.diff	4.1	1	653
4.575	4.625	4.6 4.1	pred.diff	4.6	pred.diff	4.1	1	712
4.625	4.65908372720142	4.65 4.1	pred.diff	4.65	pred.diff	4.1	1	771
4.65908372720142	4.68408372720142	4.66816745440284 4.1	pred.diff	4.66816745440284	pred.diff	4.1	1	830
4.68408372720142	4.725	4.7 4.1	pred.diff	4.7	pred.diff	4.1	1	889
4.725	4.775	4.75 4.1	pred.diff	4.75	pred.diff	4.1	1	948
4.775	4.82051369969827	4.8 4.1	pred.diff	4.8	pred.diff	4.1	1	1007
4.82051369969827	4.84551369969827	4.84102739939653 4.1	pred.diff	4.84102739939653	pred.diff	4.1	1	1066
4.84551369969827	4.875	4.85 4.1	pred.diff	4.85	pred.diff	4.1	1	1125
4.875	4.90990375303434	4.9 4.1	pred.diff	4.9	pred.diff	4.1	1	1184
4.90990375303434	4.93490375303434	4.91980750606868 4.1	pred.diff	4.91980750606868	pred.diff	4.1	1	1243
4.93490375303434	4.975	4.95 4.1	pred.diff	4.95	pred.diff	4.1	1	1302
4.975	5.025	5 4.1	pred.diff	5	pred.diff	4.1	1	1361
5.025	5.07133372553119	5.05 4.1	pred.diff	5.05	pred.diff	4.1	1	1420
5.07133372553119	5.09633372553119	5.09266745106238 4.1	pred.diff	5.09266745106238	pred.diff	4.1	1	1479
5.09633372553119	5.125	5.1 4.1	pred.diff	5.1	pred.diff	4.1	1	1538
5.125	5.15896075650531	5.15 4.1	pred.diff	5.15	pred.diff	4.1	1	1597
5.15896075650531	5.18396075650531	5.16792151301062 4.1	pred.diff	5.16792151301062	pred.diff	4.1	1	1656
5.18396075650531	5.225	5.2 4.1	pred.diff	5.2	pred.diff	4.1	1	1715
5.225	5.275	5.25 4.1	pred.diff	5.25	pred.diff	4.1	1	1774
5.275	5.325	5.3 4.1	pred.diff	5.3	pred.diff	4.1	1	1833
5.325	5.375	5.35 4.1	pred.diff	5.35	pred.diff	4.1	1	1892
5.375	5.40978078233823	5.4 4.1	pred.diff	5.4	pred.diff	4.1	1	1951
5.40978078233823	5.43478078233823	5.41956156467646 4.1	pred.diff	5.41956156467646	pred.diff	4.1	1	2010
5.43478078233823	5.4555176033482	5.45 4.1	pred.diff	5.45	pred.diff	4.1	1	2069
5.4555176033482	5.4805176033482	5.46103520669639 4.1	pred.diff	5.46103520669639	pred.diff	4.1	1	2128
5.4805176033482	5.525	5.5 4.1	pred.diff	5.5	pred.diff	4.1	1	2187
5.525	5.575	5.55 4.1	pred.diff	5.55	pred.diff	4.1	1	2246
5.575	5.61694757584504	5.6 4.1	pred.diff	5.6	pred.diff	4.1	1	2305
5.61694757584504	5.64194757584505	5.63389515169009 4.1	pred.diff	5.63389515169009	pred.diff	4.1	1	2364
5.64194757584505	5.675	5.65 4.1	pred.diff	5.65	pred.diff	4.1	1	2423
5.675	5.725	5.7 4.1	pred.diff	5.7	pred.diff	4.1	1	2482
5.725	5.775	5.75 4.1	pred.diff	5.75	pred.diff	4.1	1	2541
5.775	5.825	5.8 4.1	pred.diff	5.8	pred.diff	4.1	1	2600
5.825	5.875	5.85 4.1	pred.diff	5.85	pred.diff	4.1	1	2659
5.875	5.925	5.9 4.1	pred.diff	5.9	pred.diff	4.1	1	2718
5.925	5.95539463265209	5.95 4.1	pred.diff	5.95	pred.diff	4.1	1	2777
5.95539463265209	5.98039463265209	5.96078926530417 4.1	pred.diff	5.96078926530417	pred.diff	4.1	1	2836
5.98039463265209	6.025	6 4.1	pred.diff	6	pred.diff	4.1	1	2895
6.025	6.075	6.05 4.1	pred.diff	6.05	pred.diff	4.1	1	2954
6.075	6.125	6.1 4.1	pred.diff	6.1	pred.diff	4.1	1	3013
6.125	6.175	6.15 4.1	pred.diff	6.15	pred.diff	4.1	1	3072
6.175	6.225	6.2 4.1	pred.diff	6.2	pred.diff	4.1	1	3131
6.225	6.275	6.25 4.1	pred.diff	6.25	pred.diff	4.1	1	3190
6.275	6.325	6.3 4.1	pred.diff	6.3	pred.diff	4.1	1	3249
6.325	6.375	6.35 4.1	pred.diff	6.35	pred.diff	4.1	1	3308
6.375	6.425	6.4 4.1	pred.diff	6.4	pred.diff	4.1	1	3367
6.425	6.475	6.45 4.1	pred.diff	6.45	pred.diff	4.1	1	3426
6.475	6.525	6.5 4.1	pred.diff	6.5	pred.diff	4.1	1	3485
3.975	4.025	4 4.15	pred.diff	4	pred.diff	4.15	1	4
4.025	4.075	4.05 4.15	pred.diff	4.05	pred.diff	4.15	1	63
4.075	4.125	4.1 4.15	pred.diff	4.1	pred.diff	4.15	1	122
4.125	4.175	1	pred.diff	4.15	pred.diff	4.15	1	1
4.175	4.225	4.2 4.15	pred.diff	4.2	pred.diff	4.15	1	241
4.225	4.275	4.25 4.15	pred.diff	4.25	pred.diff	4.15	1	300
4.275	4.325	4.3 4.15	pred.diff	4.3	pred.diff	4.15	1	359
4.325	4.375	4.35 4.15	pred.diff	4.35	pred.diff	4.15	1	418
4.375	4.425	4.4 4.15	pred.diff	4.4	pred.diff	4.15	1	477
4.425	4.475	4.45 4.15	pred.diff	4.45	pred.diff	4.15	1	536
4.475	4.525	4.5 4.15	pred.diff	4.5	pred.diff	4.15	1	595
4.525	4.575	4.55 4.15	pred.diff	4.55	pred.diff	4.15	1	654
4.575	4.625	4.6 4.15	pred.diff	4.6	pred.diff	4.15	1	713
4.625	4.65908372720142	4.65 4.15	pred.diff	4.65	pred.diff	4.15	1	772
4.65908372720142	4.68408372720142	4.66816745440284 4.15	pred.diff	4.66816745440284	pred.diff	4.15	1	831
4.68408372720142	4.725	4.7 4.15	pred.diff	4.7	pred.diff	4.15	1	890
4.725	4.775	4.75 4.15	pred.diff	4.75	pred.diff	4.15	1	949
4.775	4.82051369969827	4.8 4.15	pred.diff	4.8	pred.diff	4.15	1	1008
4.82051369969827	4.84551369969827	4.84102739939653 4.15	pred.diff	4.84102739939653	pred.diff	4.15	1	1067
4.84551369969827	4.875	4.85 4.15	pred.diff	4.85	pred.diff	4.15	1	1126
4.875	4.90990375303434	4.9 4.15	pred.diff	4.9	pred.diff	4.15	1	1185
4.90990375303434	4.93490375303434	4.91980750606868 4.15	pred.diff	4.91980750606868	pred.diff	4.15	1	1244
4.93490375303434	4.975	4.95 4.15	pred.diff	4.95	pred.diff	4.15	1	1303
4.975	5.025	5 4.15	pred.diff	5	pred.diff	4.15	1	1362
5.025	5.07133372553119	5.05 4.15	pred.diff	5.05	pred.diff	4.15	1	1421
5.07133372553119	5.09633372553119	5.09266745106238 4.15	pred.diff	5.09266745106238	pred.diff	4.15	1	1480
5.09633372553119	5.125	5.1 4.15	pred.diff	5.1	pred.diff	4.15	1	1539
5.125	5.15896075650531	5.15 4.15	pred.diff	5.15	pred.diff	4.15	1	1598
5.15896075650531	5.18396075650531	5.16792151301062 4.15	pred.diff	5.16792151301062	pred.diff	4.15	1	1657
5.18396075650531	5.225	5.2 4.15	pred.diff	5.2	pred.diff	4.15	1	1716
5.225	5.275	5.25 4.15	pred.diff	5.25	pred.diff	4.15	1	1775
5.275	5.325	5.3 4.15	pred.diff	5.3	pred.diff	4.15	1	1834
5.325	5.375	5.35 4.15	pred.diff	5.35	pred.diff	4.15	1	1893
5.375	5.40978078233823	5.4 4.15	pred.diff	5.4	pred.diff	4.15	1	1952
5.40978078233823	5.43478078233823	5.41956156467646 4.15	pred.diff	5.41956156467646	pred.diff	4.15	1	2011
5.43478078233823	5.4555176033482	5.45 4.15	pred.diff	5.45	pred.diff	4.15	1	2070
5.4555176033482	5.4805176033482	5.46103520669639 4.15	pred.diff	5.46103520669639	pred.diff	4.15	1	2129
5.4805176033482	5.525	5.5 4.15	pred.diff	5.5	pred.diff	4.15	1	2188
5.525	5.575	5.55 4.15	pred.diff	5.55	pred.diff	4.15	1	2247
5.575	5.61694757584504	5.6 4.15	pred.diff	5.6	pred.diff	4.15	1	2306
5.61694757584504	5.64194757584505	5.63389515169009 4.15	pred.diff	5.63389515169009	pred.diff	4.15	1	2365
5.64194757584505	5.675	5.65 4.15	pred.diff	5.65	pred.diff	4.15	1	2424
5.675	5.725	5.7 4.15	pred.diff	5.7	pred.diff	4.15	1	2483
5.725	5.775	5.75 4.15	pred.diff	5.75	pred.diff	4.15	1	2542
5.775	5.825	5.8 4.15	pred.diff	5.8	pred.diff	4.15	1	2601
5.825	5.875	5.85 4.15	pred.diff	5.85	pred.diff	4.15	1	2660
5.875	5.925	5.9 4.15	pred.diff	5.9	pred.diff	4.15	1	2719
5.925	5.95539463265209	5.95 4.15	pred.diff	5.95	pred.diff	4.15	1	2778
5.95539463265209	5.98039463265209	5.96078926530417 4.15	pred.diff	5.96078926530417	pred.diff	4.15	1	2837
5.98039463265209	6.025	6 4.15	pred.diff	6	pred.diff	4.15	1	2896
6.025	6.075	6.05 4.15	pred.diff	6.05	pred.diff	4.15	1	2955
6.075	6.125	6.1 4.15	pred.diff	6.1	pred.diff	4.15	1	3014
6.125	6.175	6.15 4.15	pred.diff	6.15	pred.diff	4.15	1	3073
6.175	6.225	6.2 4.15	pred.diff	6.2	pred.diff	4.15	1	3132
6.225	6.275	6.25 4.15	pred.diff	6.25	pred.diff	4.15	1	3191
6.275	6.325	6.3 4.15	pred.diff	6.3	pred.diff	4.15	1	3250
6.325	6.375	6.35 4.15	pred.diff	6.35	pred.diff	4.15	1	3309
6.375	6.425	6.4 4.15	pred.diff	6.4	pred.diff	4.15	1	3368
6.425	6.475	6.45 4.15	pred.diff	6.45	pred.diff	4.15	1	3427
6.475	6.525	6.5 4.15	pred.diff	6.5	pred.diff	4.15	1	3486
3.975	4.025	4 4.2	pred.diff	4	pred.diff	4.2	1	5
4.025	4.075	4.05 4.2	pred.diff	4.05	pred.diff	4.2	1	64
4.075	4.125	4.1 4.2	pred.diff	4.1	pred.diff	4.2	1	123
4.125	4.175	4.15 4.2	pred.diff	4.15	pred.diff	4.2	1	182
4.175	4.225	1	pred.diff	4.2	pred.diff	4.2	1	1
4.225	4.275	4.25 4.2	pred.diff	4.25	pred.diff	4.2	1	301
4.275	4.325	4.3 4.2	pred.diff	4.3	pred.diff	4.2	1	360
4.325	4.375	4.35 4.2	pred.diff	4.35	pred.diff	4.2	1	419
4.375	4.425	4.4 4.2	pred.diff	4.4	pred.diff	4.2	1	478
4.425	4.475	4.45 4.2	pred.diff	4.45	pred.diff	4.2	1	537
4.475	4.525	4.5 4.2	pred.diff	4.5	pred.diff	4.2	1	596
4.525	4.575	4.55 4.2	pred.diff	4.55	pred.diff	4.2	1	655
4.575	4.625	4.6 4.2	pred.diff	4.6	pred.diff	4.2	1	714
4.625	4.65908372720142	4.65 4.2	pred.diff	4.65	pred.diff	4.2	1	773
4.65908372720142	4.68408372720142	4.66816745440284 4.2	pred.diff	4.66816745440284	pred.diff	4.2	1	832
4.68408372720142	4.725	4.7 4.2	pred.diff	4.7	pred.diff	4.2	1	891
4.725	4.775	4.75 4.2	pred.diff	4.75	pred.diff	4.2	1	950
4.775	4.82051369969827	4.8 4.2	pred.diff	4.8	pred.diff	4.2	1	1009
4.82051369969827	4.84551369969827	4.84102739939653 4.2	pred.diff	4.84102739939653	pred.diff	4.2	1	1068
4.84551369969827	4.875	4.85 4.2	pred.diff	4.85	pred.diff	4.2	1	1127
4.875	4.90990375303434	4.9 4.2	pred.diff	4.9	pred.diff	4.2	1	1186
4.90990375303434	4.93490375303434	4.91980750606868 4.2	pred.diff	4.91980750606868	pred.diff	4.2	1	1245
4.93490375303434	4.975	4.95 4.2	pred.diff	4.95	pred.diff	4.2	1	1304
4.975	5.025	5 4.2	pred.diff	5	pred.diff	4.2	1	1363
5.025	5.07133372553119	5.05 4.2	pred.diff	5.05	pred.diff	4.2	1	1422
5.07133372553119	5.09633372553119	5.09266745106238 4.2	pred.diff	5.09266745106238	pred.diff	4.2	1	1481
5.09633372553119	5.125	5.1 4.2	pred.diff	5.1	pred.diff	4.2	1	1540
5.125	5.15896075650531	5.15 4.2	pred.diff	5.15	pred.diff	4.2	1	1599
5.15896075650531	5.18396075650531	5.16792151301062 4.2	pred.diff	5.16792151301062	pred.diff	4.2	1	1658
5.18396075650531	5.225	5.2 4.2	pred.diff	5.2	pred.diff	4.2	1	1717
5.225	5.275	5.25 4.2	pred.diff	5.25	pred.diff	4.2	1	1776
5.275	5.325	5.3 4.2	pred.diff	5.3	pred.diff	4.2	1	1835
5.325	5.375	5.35 4.2	pred.diff	5.35	pred.diff	4.2	1	1894
5.375	5.40978078233823	5.4 4.2	pred.diff	5.4	pred.diff	4.2	1	1953
5.40978078233823	5.43478078233823	5.41956156467646 4.2	pred.diff	5.41956156467646	pred.diff	4.2	1	2012
5.43478078233823	5.4555176033482	5.45 4.2	pred.diff	5.45	pred.diff	4.2	1	2071
5.4555176033482	5.4805176033482	5.46103520669639 4.2	pred.diff	5.46103520669639	pred.diff	4.2	1	2130
5.4805176033482	5.525	5.5 4.2	pred.diff	5.5	pred.diff	4.2	1	2189
5.525	5.575	5.55 4.2	pred.diff	5.55	pred.diff	4.2	1	2248
5.575	5.61694757584504	5.6 4.2	pred.diff	5.6	pred.diff	4.2	1	2307
5.61694757584504	5.64194757584505	5.63389515169009 4.2	pred.diff	5.63389515169009	pred.diff	4.2	1	2366
5.64194757584505	5.675	5.65 4.2	pred.diff	5.65	pred.diff	4.2	1	2425
5.675	5.725	5.7 4.2	pred.diff	5.7	pred.diff	4.2	1	2484
5.725	5.775	5.75 4.2	pred.diff	5.75	pred.diff	4.2	1	2543
5.775	5.825	5.8 4.2	pred.diff	5.8	pred.diff	4.2	1	2602
5.825	5.875	5.85 4.2	pred.diff	5.85	pred.diff	4.2	1	2661
5.875	5.925	5.9 4.2	pred.diff	5.9	pred.diff	4.2	1	2720
5.925	5.95539463265209	5.95 4.2	pred.diff	5.95	pred.diff	4.2	1	2779
5.95539463265209	5.98039463265209	5.96078926530417 4.2	pred.diff	5.96078926530417	pred.diff	4.2	1	2838
5.98039463265209	6.025	6 4.2	pred.diff	6	pred.diff	4.2	1	2897
6.025	6.075	6.05 4.2	pred.diff	6.05	pred.diff	4.2	1	2956
6.075	6.125	6.1 4.2	pred.diff	6.1	pred.diff	4.2	1	3015
6.125	6.175	6.15 4.2	pred.diff	6.15	pred.diff	4.2	1	3074
6.175	6.225	6.2 4.2	pred.diff	6.2	pred.diff	4.2	1	3133
6.225	6.275	6.25 4.2	pred.diff	6.25	pred.diff	4.2	1	3192
6.275	6.325	6.3 4.2	pred.diff	6.3	pred.diff	4.2	1	3251
6.325	6.375	6.35 4.2	pred.diff	6.35	pred.diff	4.2	1	3310
6.375	6.425	6.4 4.2	pred.diff	6.4	pred.diff	4.2	1	3369
6.425	6.475	6.45 4.2	pred.diff	6.45	pred.diff	4.2	1	3428
6.475	6.525	6.5 4.2	pred.diff	6.5	pred.diff	4.2	1	3487
3.975	4.025	4 4.25	pred.diff	4	pred.diff	4.25	1	6
4.025	4.075	4.05 4.25	pred.diff	4.05	pred.diff	4.25	1	65
4.075	4.125	4.1 4.25	pred.diff	4.1	pred.diff	4.25	1	124
4.125	4.175	4.15 4.25	pred.diff	4.15	pred.diff	4.25	1	183
4.175	4.225	4.2 4.25	pred.diff	4.2	pred.diff	4.25	1	242
4.225	4.275	1	pred.diff	4.25	pred.diff	4.25	1	1
4.275	4.325	4.3 4.25	pred.diff	4.3	pred.diff	4.25	1	361
4.325	4.375	4.35 4.25	pred.diff	4.35	pred.diff	4.25	1	420
4.375	4.425	4.4 4.25	pred.diff	4.4	pred.diff	4.25	1	479
4.425	4.475	4.45 4.25	pred.diff	4.45	pred.diff	4.25	1	538
4.475	4.525	4.5 4.25	pred.diff	4.5	pred.diff	4.25	1	597
4.525	4.575	4.55 4.25	pred.diff	4.55	pred.diff	4.25	1	656
4.575	4.625	4.6 4.25	pred.diff	4.6	pred.diff	4.25	1	715
4.625	4.65908372720142	4.65 4.25	pred.diff	4.65	pred.diff	4.25	1	774
4.65908372720142	4.68408372720142	4.66816745440284 4.25	pred.diff	4.66816745440284	pred.diff	4.25	1	833
4.68408372720142	4.725	4.7 4.25	pred.diff	4.7	pred.diff	4.25	1	892
4.725	4.775	4.75 4.25	pred.diff	4.75	pred.diff	4.25	1	951
4.775	4.82051369969827	4.8 4.25	pred.diff	4.8	pred.diff	4.25	1	1010
4.82051369969827	4.84551369969827	4.84102739939653 4.25	pred.diff	4.84102739939653	pred.diff	4.25	1	1069
4.84551369969827	4.875	4.85 4.25	pred.diff	4.85	pred.diff	4.25	1	1128
4.875	4.90990375303434	4.9 4.25	pred.diff	4.9	pred.diff	4.25	1	1187
