y	x	label	showSelected1	group
-0.25	-2.02930047961761	1	4.8	-1
-0.25	-1.65868662930376	2	4.8	-1
-0.25	-1.32816902595556	3	4.8	-1
-0.25	-1.20234900012264	4	4.8	-1
-0.25	-1.11591902762579	5	4.8	-1
-0.25	-0.931958271120483	6	4.8	-1
-0.25	-0.668511214313441	7	4.8	-1
-0.25	-2.02930047961761	1	4.84102739939653	-1
-0.25	-1.65868662930376	2	4.84102739939653	-1
-0.25	-1.34868272565383	3	4.84102739939653	-1
-0.25	-1.22286269982091	4	4.84102739939653	-1
-0.25	-0.972985670517016	5	4.84102739939653	-1
-0.25	-0.709538613709975	6	4.84102739939653	-1
-0.25	-2.02930047961761	1	4.85	-1
-0.25	-1.65868662930376	2	4.85	-1
-0.25	-1.35316902595556	3	4.85	-1
-0.25	-1.23183530042437	4	4.85	-1
-0.25	-1.14091902762579	5	4.85	-1
-0.25	-0.977471970818749	6	4.85	-1
-0.25	-0.718511214313441	7	4.85	-1
-0.25	-2.02930047961761	1	4.9	-1
-0.25	-1.65868662930376	2	4.9	-1
-0.25	-1.37816902595556	3	4.9	-1
-0.25	-1.28183530042437	4	4.9	-1
-0.25	-1.16591902762579	5	4.9	-1
-0.25	-1.00247197081875	6	4.9	-1
-0.25	-0.768511214313442	7	4.9	-1
-0.25	-2.02930047961761	1	4.91980750606868	-1
-0.25	-1.65868662930376	2	4.91980750606868	-1
-0.25	-1.30164280649305	3	4.91980750606868	-1
-0.25	-1.17582278066013	4	4.91980750606868	-1
-0.25	-1.01237572385309	5	4.91980750606868	-1
-0.25	-0.788318720382122	6	4.91980750606868	-1
-0.25	-2.02930047961761	1	4.95	-1
-0.25	-1.67378287626942	2	4.95	-1
-0.25	-1.40316902595556	3	4.95	-1
-0.25	-1.31673905345871	4	4.95	-1
-0.25	-1.19091902762579	5	4.95	-1
-0.25	-1.02747197081875	6	4.95	-1
-0.25	-0.818511214313441	7	4.95	-1
-0.25	-2.02930047961761	1	5	-1
-0.25	-1.69878287626942	2	5	-1
-0.25	-1.42816902595556	3	5	-1
-0.25	-1.34173905345871	4	5	-1
-0.25	-1.21591902762579	5	5	-1
-0.25	-1.05247197081875	6	5	-1
-0.25	-0.868511214313441	7	5	-1
-0.25	-2.02930047961761	1	5.05	-1
-0.25	-1.72378287626942	2	5.05	-1
-0.25	-1.45316902595556	3	5.05	-1
-0.25	-1.36673905345871	4	5.05	-1
-0.25	-1.24091902762579	5	5.05	-1
-0.25	-1.07747197081875	6	5.05	-1
-0.25	-0.918511214313441	7	5.05	-1
-0.25	-2.02930047961761	1	5.09266745106238	-1
-0.25	-1.7451166018006	2	5.09266745106238	-1
-0.25	-1.47450275148675	3	5.09266745106238	-1
-0.25	-1.26225275315698	4	5.09266745106238	-1
-0.25	-1.09880569634994	5	5.09266745106238	-1
-0.25	-0.961178665375817	6	5.09266745106238	-1
-0.25	-2.02930047961761	1	5.1	-1
-0.25	-1.74878287626942	2	5.1	-1
-0.25	-1.48183530042437	3	5.1	-1
-0.25	-1.39173905345871	4	5.1	-1
-0.25	-1.26225275315698	5	5.1	-1
-0.25	-1.10247197081875	6	5.1	-1
-0.25	-0.968511214313441	7	5.1	-1
-0.25	-2.02930047961761	1	5.15	-1
-0.25	-1.77378287626942	2	5.15	-1
-0.25	-1.53183530042437	3	5.15	-1
-0.25	-1.41673905345871	4	5.15	-1
-0.25	-1.26225275315698	5	5.15	-1
-0.25	-1.12747197081875	6	5.15	-1
-0.25	-1.01851121431344	7	5.15	-1
-0.25	-2.02930047961761	1	5.16792151301062	-1
-0.25	-1.78274363277472	2	5.16792151301062	-1
-0.25	-1.54975681343499	3	5.16792151301062	-1
-0.25	-1.42569980996402	4	5.16792151301062	-1
-0.25	-1.26225275315698	5	5.16792151301062	-1
-0.25	-1.03643272732406	6	5.16792151301062	-1
-0.25	-2.02930047961761	1	5.2	-1
-0.25	-1.79878287626942	2	5.2	-1
-0.25	-1.58183530042437	3	5.2	-1
-0.25	-1.44173905345871	4	5.2	-1
-0.25	-1.27829199665167	5	5.2	-1
-0.25	-1.15247197081875	6	5.2	-1
-0.25	-1.03643272732406	7	5.2	-1
-0.25	-2.02930047961761	1	5.25	-1
-0.25	-1.82378287626942	2	5.25	-1
-0.25	-1.63183530042437	3	5.25	-1
-0.25	-1.46673905345871	4	5.25	-1
-0.25	-1.30329199665167	5	5.25	-1
-0.25	-1.17747197081875	6	5.25	-1
-0.25	-1.03643272732406	7	5.25	-1
-0.25	-2.02930047961761	1	5.3	-1
-0.25	-1.84878287626942	2	5.3	-1
-0.25	-1.68183530042437	3	5.3	-1
-0.25	-1.49173905345871	4	5.3	-1
-0.25	-1.32829199665167	5	5.3	-1
-0.25	-1.20247197081875	6	5.3	-1
-0.25	-1.03643272732406	7	5.3	-1
-0.25	-2.02930047961761	1	5.35	-1
-0.25	-1.87378287626942	2	5.35	-1
-0.25	-1.73183530042437	3	5.35	-1
-0.25	-1.51673905345871	4	5.35	-1
-0.25	-1.35329199665167	5	5.35	-1
-0.25	-1.22747197081875	6	5.35	-1
-0.25	-1.03643272732406	7	5.35	-1
-0.25	-2.02930047961761	1	5.4	-1
-0.25	-1.89878287626942	2	5.4	-1
-0.25	-1.78183530042437	3	5.4	-1
-0.25	-1.54173905345871	4	5.4	-1
-0.25	-1.37829199665167	5	5.4	-1
-0.25	-1.25247197081875	6	5.4	-1
-0.25	-1.03643272732406	7	5.4	-1
-0.25	-2.02930047961761	1	5.41956156467646	-1
-0.25	-1.90856365860765	2	5.41956156467646	-1
-0.25	-1.80139686510083	3	5.41956156467646	-1
-0.25	-1.55151983579694	4	5.41956156467646	-1
-0.25	-1.26225275315698	5	5.41956156467646	-1
-0.25	-1.03643272732406	6	5.41956156467646	-1
-0.25	-2.02930047961761	1	5.45	-1
-0.25	-1.92378287626942	2	5.45	-1
-0.25	-1.83183530042437	3	5.45	-1
-0.25	-1.58195827112048	4	5.45	-1
-0.25	-1.40329199665167	5	5.45	-1
-0.25	-1.26225275315698	6	5.45	-1
-0.25	-1.03643272732406	7	5.45	-1
-0.25	-2.02930047961761	1	5.46103520669639	-1
-0.25	-1.84287050712077	2	5.46103520669639	-1
-0.25	-1.59299347781688	3	5.46103520669639	-1
-0.25	-1.40880959999987	4	5.46103520669639	-1
-0.25	-1.26225275315698	5	5.46103520669639	-1
-0.25	-1.03643272732406	6	5.46103520669639	-1
-0.25	-2.06826527292122	1	5.5	-1
-0.25	-1.94878287626942	2	5.5	-1
-0.25	-1.86235290377257	3	5.5	-1
-0.25	-1.63195827112048	4	5.5	-1
-0.25	-1.42829199665167	5	5.5	-1
-0.25	-1.26225275315698	6	5.5	-1
-0.25	-1.03643272732406	7	5.5	-1
-0.25	-2.11826527292122	1	5.55	-1
-0.25	-1.97378287626942	2	5.55	-1
-0.25	-1.88735290377257	3	5.55	-1
-0.25	-1.68195827112048	4	5.55	-1
-0.25	-1.45329199665167	5	5.55	-1
-0.25	-1.26225275315698	6	5.55	-1
-0.25	-1.03643272732406	7	5.55	-1
-0.25	-2.16826527292122	1	5.6	-1
-0.25	-1.99878287626942	2	5.6	-1
-0.25	-1.91235290377257	3	5.6	-1
-0.25	-1.73195827112048	4	5.6	-1
-0.25	-1.47829199665167	5	5.6	-1
-0.25	-1.26225275315698	6	5.6	-1
-0.25	-1.03643272732406	7	5.6	-1
-0.25	-2.20216042461131	1	5.63389515169009	-1
-0.25	-2.01573045211446	2	5.63389515169009	-1
-0.25	-1.76585342281057	3	5.63389515169009	-1
-0.25	-1.49523957249672	4	5.63389515169009	-1
-0.25	-1.26225275315698	5	5.63389515169009	-1
-0.25	-1.03643272732406	6	5.63389515169009	-1
-0.25	-2.21826527292122	1	5.65	-1
-0.25	-2.03183530042437	2	5.65	-1
-0.25	-1.93735290377257	3	5.65	-1
-0.25	-1.77390584696553	4	5.65	-1
-0.25	-1.50329199665167	5	5.65	-1
-0.25	-1.26225275315698	6	5.65	-1
-0.25	-1.03643272732406	7	5.65	-1
-0.25	-2.26826527292122	1	5.7	-1
-0.25	-2.08183530042437	2	5.7	-1
-0.25	-1.96235290377257	3	5.7	-1
-0.25	-1.79890584696553	4	5.7	-1
-0.25	-1.52829199665167	5	5.7	-1
-0.25	-1.26225275315698	6	5.7	-1
-0.25	-1.03643272732406	7	5.7	-1
-0.25	-2.31826527292122	1	5.75	-1
-0.25	-2.13183530042437	2	5.75	-1
-0.25	-1.98735290377257	3	5.75	-1
-0.25	-1.82390584696553	4	5.75	-1
-0.25	-1.55329199665167	5	5.75	-1
-0.25	-1.26225275315698	6	5.75	-1
-0.25	-1.03643272732406	7	5.75	-1
-0.25	-2.36826527292122	1	5.8	-1
-0.25	-2.18183530042437	2	5.8	-1
-0.25	-2.01235290377257	3	5.8	-1
-0.25	-1.84890584696553	4	5.8	-1
-0.25	-1.57829199665167	5	5.8	-1
-0.25	-1.26225275315698	6	5.8	-1
-0.25	-1.03643272732406	7	5.8	-1
-0.25	-2.41826527292122	1	5.85	-1
-0.25	-2.23183530042437	2	5.85	-1
-0.25	-2.03735290377257	3	5.85	-1
-0.25	-1.87390584696553	4	5.85	-1
-0.25	-1.60329199665167	5	5.85	-1
-0.25	-1.26225275315698	6	5.85	-1
-0.25	-1.03643272732406	7	5.85	-1
-0.25	-2.46826527292122	1	5.9	-1
-0.25	-2.28183530042437	2	5.9	-1
-0.25	-2.06235290377257	3	5.9	-1
-0.25	-1.89890584696553	4	5.9	-1
-0.25	-1.62829199665167	5	5.9	-1
-0.25	-1.26225275315698	6	5.9	-1
-0.25	-1.03643272732406	7	5.9	-1
-0.25	-2.51826527292122	1	5.95	-1
-0.25	-2.33183530042437	2	5.95	-1
-0.25	-2.08735290377257	3	5.95	-1
-0.25	-1.92390584696553	4	5.95	-1
-0.25	-1.65329199665167	5	5.95	-1
-0.25	-1.26225275315698	6	5.95	-1
-0.25	-1.03643272732406	7	5.95	-1
-0.25	-2.52905453822539	1	5.96078926530417	-1
-0.25	-2.34262456572854	2	5.96078926530417	-1
-0.25	-2.09274753642466	3	5.96078926530417	-1
-0.25	-1.65868662930376	4	5.96078926530417	-1
-0.25	-1.26225275315698	5	5.96078926530417	-1
-0.25	-1.03643272732406	6	5.96078926530417	-1
-0.25	-2.56826527292122	1	6	-1
-0.25	-2.38183530042437	2	6	-1
-0.25	-2.13195827112048	3	6	-1
-0.25	-1.94890584696553	4	6	-1
-0.25	-1.65868662930376	5	6	-1
-0.25	-1.26225275315698	6	6	-1
-0.25	-1.03643272732406	7	6	-1
-0.25	-2.61826527292122	1	6.05	-1
-0.25	-2.43183530042437	2	6.05	-1
-0.25	-2.18195827112048	3	6.05	-1
-0.25	-1.97390584696553	4	6.05	-1
-0.25	-1.65868662930376	5	6.05	-1
-0.25	-1.26225275315698	6	6.05	-1
-0.25	-1.03643272732406	7	6.05	-1
-0.25	-2.66826527292122	1	6.1	-1
-0.25	-2.48183530042437	2	6.1	-1
-0.25	-2.23195827112048	3	6.1	-1
-0.25	-1.99890584696553	4	6.1	-1
-0.25	-1.65868662930376	5	6.1	-1
-0.25	-1.26225275315698	6	6.1	-1
-0.25	-1.03643272732406	7	6.1	-1
-0.25	-2.71826527292122	1	6.15	-1
-0.25	-2.53183530042437	2	6.15	-1
-0.25	-2.28195827112048	3	6.15	-1
-0.25	-2.02390584696553	4	6.15	-1
-0.25	-1.65868662930376	5	6.15	-1
-0.25	-1.26225275315698	6	6.15	-1
-0.25	-1.03643272732406	7	6.15	-1
-0.25	-2.76826527292122	1	6.2	-1
-0.25	-2.58183530042437	2	6.2	-1
-0.25	-2.33195827112048	3	6.2	-1
-0.25	-2.04890584696553	4	6.2	-1
-0.25	-1.65868662930376	5	6.2	-1
-0.25	-1.26225275315698	6	6.2	-1
-0.25	-1.03643272732406	7	6.2	-1
-0.25	-2.81826527292122	1	6.25	-1
-0.25	-2.63183530042437	2	6.25	-1
-0.25	-2.38195827112048	3	6.25	-1
-0.25	-2.07390584696553	4	6.25	-1
-0.25	-1.65868662930376	5	6.25	-1
-0.25	-1.26225275315698	6	6.25	-1
-0.25	-1.03643272732406	7	6.25	-1
-0.25	-2.86826527292122	1	6.3	-1
-0.25	-2.68183530042437	2	6.3	-1
-0.25	-2.43195827112048	3	6.3	-1
-0.25	-2.09890584696553	4	6.3	-1
-0.25	-1.65868662930376	5	6.3	-1
-0.25	-1.26225275315698	6	6.3	-1
-0.25	-1.03643272732406	7	6.3	-1
-0.25	-2.91826527292122	1	6.35	-1
-0.25	-2.73183530042437	2	6.35	-1
-0.25	-2.48195827112048	3	6.35	-1
-0.25	-2.12390584696553	4	6.35	-1
-0.25	-1.65868662930376	5	6.35	-1
-0.25	-1.26225275315698	6	6.35	-1
-0.25	-1.03643272732406	7	6.35	-1
-0.25	-2.96826527292122	1	6.4	-1
-0.25	-2.78183530042437	2	6.4	-1
-0.25	-2.53195827112048	3	6.4	-1
-0.25	-2.14890584696553	4	6.4	-1
-0.25	-1.65868662930376	5	6.4	-1
-0.25	-1.26225275315698	6	6.4	-1
-0.25	-1.03643272732406	7	6.4	-1
-0.25	-3.01826527292122	1	6.45	-1
-0.25	-2.83183530042437	2	6.45	-1
-0.25	-2.58195827112048	3	6.45	-1
-0.25	-2.17390584696553	4	6.45	-1
-0.25	-1.65868662930376	5	6.45	-1
-0.25	-1.26225275315698	6	6.45	-1
-0.25	-1.03643272732406	7	6.45	-1
-0.25	-3.06826527292122	1	6.5	-1
-0.25	-2.88183530042437	2	6.5	-1
-0.25	-2.63195827112048	3	6.5	-1
-0.25	-2.19890584696553	4	6.5	-1
-0.25	-1.65868662930376	5	6.5	-1
-0.25	-1.26225275315698	6	6.5	-1
-0.25	-1.03643272732406	7	6.5	-1
