y	yend	x	xend	showSelected1	showSelected2	PANEL
-0.49	-0.49	-2.14890584696553	4.25109415303447	6.4	4	1
-0.49	-0.49	-1.65868662930376	4.74131337069624	6.4	5	1
-0.49	-0.49	-1.26225275315698	5.13774724684302	6.4	6	1
-0.49	-0.49	-1.03643272732406	5.36356727267594	6.4	7	1
-0.49	-0.49	-3.01826527292122	3.43173472707878	6.45	1	1
-0.49	-0.49	-2.83183530042437	3.61816469957563	6.45	2	1
-0.49	-0.49	-2.58195827112048	3.86804172887952	6.45	3	1
-0.49	-0.49	-2.17390584696553	4.27609415303447	6.45	4	1
-0.49	-0.49	-1.65868662930376	4.79131337069624	6.45	5	1
-0.49	-0.49	-1.26225275315698	5.18774724684302	6.45	6	1
-0.49	-0.49	-1.03643272732406	5.41356727267594	6.45	7	1
-0.49	-0.49	-3.06826527292122	3.43173472707878	6.5	1	1
-0.49	-0.49	-2.88183530042437	3.61816469957563	6.5	2	1
-0.49	-0.49	-2.63195827112048	3.86804172887952	6.5	3	1
-0.49	-0.49	-2.19890584696553	4.30109415303447	6.5	4	1
-0.49	-0.49	-1.65868662930376	4.84131337069624	6.5	5	1
-0.49	-0.49	-1.26225275315698	5.23774724684302	6.5	6	1
-0.49	-0.49	-1.03643272732406	5.46356727267594	6.5	7	1
